project_name,team_name,description,github_url,track_name,technologies,team_members,demo_url,video_url
HederaKey,Team_33741,"Pitch :https://gamma.app/docs/HederaKey-Decentralized-Physical-Infrastructure-for-Real-World-As-i7h6eq32p0uopbl Africa presents unique challenges and opportunities for real-world asset tokenization: - Land Ownership: In countries like Kenya and Nigeria, land registry systems often face fraud, disputes, and inefficiencies. With HederaKey, NFC-tagged land certificates can be tokenized, verified with zero-knowledge proofs, and traded securely without exposing sensitive data.",https://github.com/Aaditya1273/HederaKey.git,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3PrivacyDePINDeSciSecurityHedera, 1",,https://,https://www.youtube.com/watch?v=kbSZRvG4ewo
EagleEye,Team_33740,"[](https://github.com/stevegee1/Eagle_Eye#eagle_eye) Web3 space has always been a space that thrives on communities. With the rise in mainstream adoption, fortune and non-regulated nature of the space, Web3 space has been largely dominated by scam projects, scam coins and scam communities. The rising need to ensure safer space gave birth to Eagle Eye- a community-based platform that prides in a safer space for veteran , new users and investors of the space while fostering wide-stream adoption...",,DLT for Operations,Crypto / Web3DePINHedera,,,
SkyChain AI,Team_33739,"SkyChain AI is a decentralized drone network powered by AI agents and Hedera DLT. Community-owned drones act as autonomous agents to deliver medicine, map disasters, and provide connectivity. Every mission is logged on Hedera, while token rewards incentivize resource sharing. This creates a secure, eco-friendly aerial infrastructure owned by communities, not corporations.",,AI & DePIN,AI / Robotics,,,
e-Diagnostic Médical,Team_33737,"e-Diagnostic Médical est une plateforme décentralisée de diagnostic médical reposant sur Hedera. Elle utilise l’IA et l’IoT pour analyser les symptômes et les images médicales, et enregistre les résultats de diagnostic de façon sécurisée, traçable et immuable. Les patients gardent le contrôle de leurs données médicales, qu’ils peuvent partager avec médecins et laboratoires via la blockchain.",https://github.com/Princessmya,DLT for Operations,Crypto / Web3,,,
HederaWork,Team_33736,"HederaWork is a decentralized freelancing and micro-jobs platform built on Hedera. It solves the common issues of scams, payment delays, and lack of trust in traditional freelance marketplaces by using smart contracts for secure escrow. Clients fund jobs in HBAR, and payments are automatically released to freelancers once work is approved, ensuring fairness on both sides. In addition, HederaWork introduces an immutable, tokenized reputation system where reviews and ratings are stored on-chain...",,DLT for Operations,"Crypto / Web3IPFSDecentralized MediaHedera, 1",,,
UrbanFlow,Team_33735,"1. DePIN de trafic, à bas coût - Utilise des capteurs simples (smartphones des chauffeurs, mini-IoT, caméras légères) pour mesurer files d’attente, vitesses, incidents. - Incitations : micro-récompenses aux contributeurs de données de qualité (chauffeurs, motos, bus, commerces) → alimentation continue du réseau. 2. Régulation dynamique par agents - Traffic Regulator : calcule en temps réel la durée de feu verte / priorités selon la densité et les événements.",https://github.com/fofanagithub/UrbanFlow.git,DLT for Operations,"AI / Robotics, 1",,https://www.linkedin.com/in/mamadou-moussa-fofana-a089a4244?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app,
AYIRA,Team_33733,"Ayira is an African cultural metaverse that transforms the exploration of heritage into an immersive and interactive experience. Visitors can discover virtual museums, 3D-recreated historical sites, cultural events, and African artworks accessible via web, mobile, and virtual reality. To enrich this experience, Ayira integrates GameFi with its own virtual currency, Neere (Nɇ), enabling players to earn rewards, purchase digital items, and collect NFTs inspired by African art and history.",https://github.com/yaag226/Ayira-api.git,Immersive Experience,"Other, 1",,,https://youtu.be/xSIlOsCU5lc
Ecochain Nexus,Team_33731,"EcoChain Nexus is a decentralized sustainability initiative that integrates blockchain and lightweight AI to improve environmental accountability. The project focuses on transparent energy tracking, household efficiency, and community-driven climate action. Blockchain ensures data security and traceability, while AI provides predictive insights on energy demand and resource use. By combining these tools, EcoChain Nexus empowers individuals, businesses, and policymakers to make informed decisi...",,DLT for Operations,1,,,
Ajo.Save,Team_33730,,https://github.com/ola-893/dey.play,Onchain Finance & Real-World Assets (RWA),Crypto / Web3DeFiHedera,,,
e-diagnostic Médical,Team_33729,"e-Diagnostic Médical est une plateforme décentralisée de diagnostic médical reposant sur Hedera. Elle utilise l’IA et l’IoT pour analyser les symptômes et les images médicales, et enregistre les résultats de diagnostic de façon sécurisée, traçable et immuable. Les patients gardent le contrôle de leurs données médicales, qu’ils peuvent partager avec médecins et laboratoires via la blockchain.",https://github.com/e-diagnostic-medical,DLT for Operations,Crypto / Web3,,https://youtu.be/demo-ediagmedical,https://youtu.be/demo-ediagmedical
SmartLedger AI,Team_33725,"SmartLedger AI is an intelligent platform that automates task using advanced AI algorithms. It processes data in real-time, reduces human error, and generates actionable insights to improve decision-making. By leveraging Hedera’s fast, secure, and energy-efficient distributed ledger technology, SmartLedger AI ensures transparency, accountability, and reliability in e.g., finance, healthcare, or logistics. Designed to simplify complex processes, it empowers users with accurate, automated solut...",,DLT for Operations,AI / Robotics,,,
EduChain: Transparent Blockchain Credentials for Africa,Team_33724,"EduChain is a decentralized platform that secures, verifies, and tokenizes academic credentials on Hedera. Students gain tamper-proof ownership of their records as NFTs/SBTs, while recruiters and universities instantly verify authenticity via AI-powered agents. By combining on-chain identity, open APIs, and oracles, EduChain eliminates fraud, reduces hiring friction, and builds transparent trust in education across Africa and beyond.",https://github.com/Dami99-b/EduChain/,DLT for Operations,1,,https://edu-chain-mwx3.vercel.app/,
RefreeG,Team_33722,"RefreeG is a blockchain-enabled crowdfunding platform designed to empower communities and individuals to raise funds for causes that drive socio-economic growth. It connects donors worldwide with verified campaigns in education, healthcare, disaster relief, and grassroots development. By leveraging blockchain technology, RefreeG ensures transparent tracking of donations, reducing fraud and increasing trust. Donors can contribute in both fiat and cryptocurrencies, while campaign creators can e...",https://github.com/raji2004/refreeg-v2,Onchain Finance & Real-World Assets (RWA),Crypto / Web3Crypto-AI,,,https://www.youtube.com/watch?v=jtqy81_PGas
e-diagnostic Médical,Team_33719,"Unique identification Through fingerprint or facial recognition, each patient has a tamper-proof digital identity Instant access To complete medical history and health data updated in real time",,DLT for Operations,"Crypto / Web3, 1",,,
MediChain,Team_33715,"Problem MediChain Solves Fragmented records Health data is scattered across paper files and siloed hospital systems. When patients change clinics, their history doesn’t follow them. Repeated tests and higher costs Doctors can’t see prior results, forcing patients to redo labs and imaging wasting time and money and delaying care. Lost, altered, or inaccessible records Paper files get lost or damaged; digital systems can be edited without trace, undermining trust and continuity of care.",https://github.com/Edwin420s/MediChain,DLT for Operations,"Crypto / Web3SecurityHedera, 1",,,
Hedera Health ID,Team_33714,,https://github.com/AresGn/hedera-health-id.git,DLT for Operations,"Crypto / Web3SecurityHedera, 1, 4",,https://hedera-health-id.vercel.app/,
Astral Draw,Team_33710,"!astral-draw-logo.png Astral Draw is a next-generation, blockchain-powered lottery platform built on Hedera Hashgraph. We reimagine the traditional lottery experience through an immersive cosmic narrative, NFT-gated participation, and provable fairness that anyone can verify on-chain.",https://github.com/DevTitos/AstralDraw/tree/master,Immersive Experience,Crypto / Web3NFTGameFiWalletHedera,,,https://www.youtube.com/@DevTitos
Healthy living Tracker,Team_33706,An Application that helps people monitor the food they eat and their daily routines and also suggest to them what if they are doing anything harmful to their health,,DLT for Operations,Crypto / Web3,,,
